NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,Age,Gender_M,MaritalStatus_S,HomeOwnerFlag_1,Education_Graduate Degree,Education_High School,Education_Partial College,Education_Partial High School,Occupation_Management,Occupation_Manual,Occupation_Professional,Occupation_Skilled Manual,IncomeBin_Medium,IncomeBin_High
1.892524165060669,-0.594371334523968,0.1613417131700831,0.4968420126671358,38,True,False,True,False,False,False,False,False,False,False,False,True,False
0.7983890791108927,1.1632791845925685,1.2397527781558477,0.4894528501055595,53,True,False,True,False,False,True,False,False,False,False,False,True,False
1.892524165060669,-0.594371334523968,-0.9170693518156816,0.5361717100633356,40,False,True,False,False,False,False,False,False,False,False,False,True,False
0.7983890791108927,1.1632791845925685,1.2397527781558477,0.3170830401125968,48,True,False,True,False,False,True,False,False,False,False,True,False,False
-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.23195812807881774,50,True,True,True,False,False,True,False,False,False,False,True,False,False
0.7983890791108927,2.920929703709105,1.2397527781558477,0.3211558761435609,50,False,False,True,False,True,False,False,False,False,False,True,False,False
-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.0834271639690359,54,True,True,True,False,False,True,False,False,True,False,False,False,False
-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.320170654468684,28,False,False,False,False,False,True,False,False,False,False,True,False,False
-1.3898810927886598,-0.594371334523968,1.2397527781558477,0.5137139338494018,49,False,False,True,False,False,True,False,False,False,False,False,True,False
-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.01271111893033075,49,True,True,False,False,True,False,False,False,True,False,False,False,False
-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.4558673469387755,27,False,True,False,False,False,True,False,False,False,False,False,True,False
1.892524165060669,-0.594371334523968,-0.9170693518156816,0.6796534130893737,44,True,False,True,False,False,False,False,True,False,False,False,False,True
-0.2957460068388834,1.1632791845925685,1.2397527781558477,0.7280348346235046,41,False,False,True,False,False,False,False,True,False,False,False,False,True
0.7983890791108927,-0.594371334523968,1.2397527781558477,0.9529116819141449,65,True,False,True,False,False,False,False,False,False,True,False,False,True
-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.04478360309641097,34,True,True,False,False,False,False,True,False,True,False,False,False,False
-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.04478360309641097,34,True,True,False,False,False,False,True,False,True,False,False,False,False
0.7983890791108927,-0.594371334523968,1.2397527781558477,0.2719739619985925,54,False,False,True,False,False,True,False,False,False,False,True,False,False
1.892524165060669,1.1632791845925685,0.1613417131700831,0.4713581984517945,60,False,True,True,False,True,False,False,False,False,False,False,True,False
0.7983890791108927,-0.594371334523968,-0.9170693518156816,0.2634764250527797,32,True,True,False,False,False,True,False,False,False,False,True,False,False
0.7983890791108927,-0.594371334523968,1.2397527781558477,0.772704081632653,44,True,False,True,False,False,False,False,True,False,False,False,False,True
-0.2957460068388834,-0.594371334523968,0.1613417131700831,0.7373680506685433,62,True,True,True,False,False,True,False,True,False,False,False,False,True
-1.3898810927886598,-0.594371334523968,1.2397527781558477,0.51381069669247,45,False,False,True,False,True,False,False,False,False,False,False,True,False
-1.3898810927886598,2.920929703709105,1.2397527781558477,0.2998944405348346,49,False,False,True,False,True,False,False,False,False,False,True,False,False
-0.2957460068388834,-0.594371334523968,0.1613417131700831,0.7294598874032372,64,True,True,True,False,False,False,False,True,False,False,False,False,True
-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.5459975369458128,29,True,False,False,False,False,True,False,False,False,False,False,True,False
-1.3898810927886598,-0.594371334523968,-0.9170693518156816,0.26412737508796624,32,False,False,False,False,False,False,False,False,False,False,True,False,False
0.7983890791108927,-0.594371334523968,-0.9170693518156816,0.9854767769176637,36,False,True,True,False,False,False,False,False,False,True,False,False,True
0.7983890791108927,-0.594371334523968,0.1613417131700831,0.5475105559465165,35,True,False,True,False,True,False,False,False,False,False,False,True,False
1.892524165060669,-0.594371334523968,1.2397527781558477,0.6927515833919775,59,True,False,True,False,False,False,False,True,False,False,False,False,True
-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.46434729064039404,42,True,True,False,False,False,False,False,False,False,False,False,True,False
0.7983890791108927,-0.594371334523968,0.1613417131700831,0.4569669247009148,39,False,False,True,True,False,False,False,False,False,False,False,True,False
-0.2957460068388834,2.920929703709105,1.2397527781558477,0.3102128782547502,41,False,False,True,False,True,False,False,False,False,False,True,False,False
